shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status,currency_code
SHP002181,ORD102181,CUST5784,2026-07-03,Chennai_WH05,Pune,Hyderabad,FedEx,Van,28.59,1522,3162.68,Delivered,INR
SHP002182,ORD102182,CUST1868,2026-07-03,Mumbai_WH02,Lucknow,Delhi,Delhivery,Truck,15.16,1380,2745.92,In Transit,INR
SHP002183,ORD102183,CUST4242,2026-07-03,Hyderabad_WH04,Hyderabad,Delhi,DHL,Bike,34.16,825,1974.92,Delivered,INR
SHP002184,ORD102184,CUST9968,2026-07-03,Bengaluru_WH03,Bengaluru,Mumbai,Ecom Express,Van,43.29,2302,4743.08,Delivered,INR
SHP002185,ORD102185,CUST7214,2026-07-03,Hyderabad_WH04,Chennai,Hyderabad,Ecom Express,Mini Truck,27.97,1044,2294.84,Delivered,INR
SHP002186,ORD102186,CUST3512,2026-07-03,Bengaluru_WH03,Jaipur,Lucknow,DHL,Mini Truck,28.2,732,1736.0,Delivered,INR
SHP002187,ORD102187,CUST8060,2026-07-03,Hyderabad_WH04,Pune,Mumbai,Ecom Express,Truck,1.52,423,859.64,In Transit,INR
SHP002188,ORD102188,CUST9967,2026-07-03,Delhi_WH01,Delhi,Jaipur,DHL,Van,29.49,810,1891.88,Delivered,INR
SHP002189,ORD102189,CUST1474,2026-07-03,Hyderabad_WH04,Hyderabad,Ahmedabad,FedEx,Bike,8.16,2499,4676.12,In Transit,INR
SHP002190,ORD102190,CUST1284,2026-07-03,Delhi_WH01,Lucknow,Jaipur,Blue Dart,Mini Truck,5.39,2151,4016.48,Delivered,INR
SHP002191,ORD102191,CUST1092,2026-07-03,Delhi_WH01,Hyderabad,Lucknow,DHL,Van,11.41,825,1701.92,Delivered,INR
SHP002192,ORD102192,CUST9671,2026-07-03,Delhi_WH01,Bengaluru,Ahmedabad,Blue Dart,Truck,20.29,1372,2793.08,Delivered,INR
SHP002193,ORD102193,CUST8810,2026-07-03,Hyderabad_WH04,Mumbai,Lucknow,Blue Dart,Van,30.04,2280,4544.48,Delivered,INR
SHP002194,ORD102194,CUST8826,2026-07-03,Chennai_WH05,Hyderabad,Bengaluru,FedEx,Truck,5.05,912,1782.2,Delivered,INR
SHP002195,ORD102195,CUST4278,2026-07-03,Mumbai_WH02,Ahmedabad,Hyderabad,Blue Dart,Bike,20.94,2280,4435.28,Delivered,INR
SHP002196,ORD102196,CUST5775,2026-07-03,Delhi_WH01,Bengaluru,Mumbai,Ecom Express,Van,17.53,1044,2169.56,In Transit,INR
SHP002197,ORD102197,CUST2495,2026-07-03,Bengaluru_WH03,Mumbai,Pune,Delhivery,Bike,23.81,1215,2552.72,In Transit,INR
SHP002198,ORD102198,CUST3699,2026-07-03,Chennai_WH05,Pune,Jaipur,Delhivery,Mini Truck,17.36,1470,2934.32,Cancelled,INR
SHP002199,ORD102199,CUST2992,2026-07-03,Chennai_WH05,Kolkata,Ahmedabad,Delhivery,Van,43.56,1312,2964.32,Delivered,INR
SHP002200,ORD102200,CUST3390,2026-07-03,Hyderabad_WH04,Lucknow,Ahmedabad,Delhivery,Mini Truck,41.08,1925,4037.96,In Transit,INR
SHP002201,ORD102201,CUST7228,2026-07-03,Chennai_WH05,Lucknow,Pune,Ecom Express,Bike,41.51,1392,3083.72,Delivered,INR
SHP002202,ORD102202,CUST2089,2026-07-03,Bengaluru_WH03,Chennai,Bengaluru,Ecom Express,Van,11.69,296,753.08,Delivered,INR
SHP002203,ORD102203,CUST5133,2026-07-03,Hyderabad_WH04,Lucknow,Jaipur,FedEx,Van,49.93,1699,3737.36,Delivered,INR
SHP002204,ORD102204,CUST3861,2026-07-03,Mumbai_WH02,Chennai,Hyderabad,DHL,Bike,1.11,107,285.92,Delivered,INR
SHP002205,ORD102205,CUST3594,2026-07-03,Chennai_WH05,Mumbai,Hyderabad,FedEx,Van,36.41,559,1523.12,Delivered,INR
SHP002206,ORD102206,CUST8747,2026-07-03,Mumbai_WH02,Jaipur,Ahmedabad,Blue Dart,Bike,0.95,970,1837.4,In Transit,INR
SHP002207,ORD102207,CUST5723,2026-07-03,Hyderabad_WH04,Hyderabad,Delhi,DHL,Van,42.42,1393,3096.44,Delivered,INR
SHP002208,ORD102208,CUST9867,2026-07-03,Chennai_WH05,Hyderabad,Mumbai,Delhivery,Truck,40.85,1087,2526.8,In Transit,INR
SHP002209,ORD102209,CUST3211,2026-07-03,Hyderabad_WH04,Pune,Jaipur,FedEx,Mini Truck,35.23,875,2077.76,Delivered,INR
SHP002210,ORD102210,CUST6782,2026-07-03,Mumbai_WH02,Pune,Lucknow,Blue Dart,Mini Truck,38.29,261,1009.28,In Transit,INR
SHP002211,ORD102211,CUST5318,2026-07-03,Bengaluru_WH03,Hyderabad,Delhi,Blue Dart,Van,3.21,2110,3916.52,Cancelled,INR
SHP002212,ORD102212,CUST7593,2026-07-03,Mumbai_WH02,Delhi,Lucknow,DHL,Van,42.54,1201,2752.28,Delivered,INR
SHP002213,ORD102213,CUST7659,2026-07-03,Bengaluru_WH03,Hyderabad,Ahmedabad,Delhivery,Van,23.67,1876,3740.84,In Transit,INR
SHP002214,ORD102214,CUST9295,2026-07-03,Mumbai_WH02,Chennai,Kolkata,Blue Dart,Mini Truck,26.02,844,1911.44,Delivered,INR
SHP002215,ORD102215,CUST4369,2026-07-03,Bengaluru_WH03,Jaipur,Mumbai,FedEx,Truck,30.14,722,1741.28,Returned,INR
SHP002216,ORD102216,CUST1806,2026-07-03,Mumbai_WH02,Hyderabad,Mumbai,Blue Dart,Mini Truck,16.19,276,771.08,Delivered,INR
SHP002217,ORD102217,CUST1892,2026-07-03,Hyderabad_WH04,Ahmedabad,Lucknow,Ecom Express,Van,45.77,1453,3244.64,Delivered,INR
SHP002218,ORD102218,CUST2780,2026-07-03,Chennai_WH05,Delhi,Bengaluru,Delhivery,Mini Truck,11.45,274,710.6,Delivered,INR
SHP002219,ORD102219,CUST1515,2026-07-03,Mumbai_WH02,Kolkata,Jaipur,Delhivery,Truck,20.18,371,989.96,In Transit,INR
SHP002220,ORD102220,CUST7552,2026-07-03,Bengaluru_WH03,Kolkata,Chennai,Blue Dart,Mini Truck,24.2,1008,2184.8,Delivered,INR
SHP002221,ORD102221,CUST9008,2026-07-03,Chennai_WH05,Lucknow,Delhi,FedEx,Truck,19.52,1589,3174.44,In Transit,INR
SHP002222,ORD102222,CUST2825,2026-07-03,Hyderabad_WH04,Kolkata,Ahmedabad,Delhivery,Truck,42.87,2176,4511.24,Delivered,INR
SHP002223,ORD102223,CUST7845,2026-07-03,Mumbai_WH02,Bengaluru,Hyderabad,Delhivery,Truck,40.46,931,2241.32,In Transit,INR
SHP002224,ORD102224,CUST6837,2026-07-03,Bengaluru_WH03,Chennai,Mumbai,FedEx,Truck,10.8,1006,2020.4,Delivered,INR
SHP002225,ORD102225,CUST2094,2026-07-03,Mumbai_WH02,Mumbai,Pune,Ecom Express,Bike,11.03,1582,3059.96,In Transit,INR
SHP002226,ORD102226,CUST7539,2026-07-03,Hyderabad_WH04,Delhi,Kolkata,DHL,Mini Truck,47.71,225,1057.52,Delivered,INR
SHP002227,ORD102227,CUST2080,2026-07-03,Hyderabad_WH04,Kolkata,Ahmedabad,Ecom Express,Mini Truck,30.61,790,1869.32,Delivered,INR
SHP002228,ORD102228,CUST7496,2026-07-03,Mumbai_WH02,Jaipur,Ahmedabad,Blue Dart,Van,12.45,1008,2043.8,Delivered,INR
SHP002229,ORD102229,CUST9041,2026-07-03,Hyderabad_WH04,Mumbai,Bengaluru,Delhivery,Truck,39.61,1563,3368.72,Delivered,INR
SHP002230,ORD102230,CUST2432,2026-07-03,Chennai_WH05,Pune,Lucknow,Blue Dart,Truck,4.45,1218,2325.8,Delayed,INR
SHP002231,ORD102231,CUST2639,2026-07-03,Hyderabad_WH04,Jaipur,Ahmedabad,Ecom Express,Bike,10.69,348,834.68,Delivered,INR
SHP002232,ORD102232,CUST8846,2026-07-03,Hyderabad_WH04,Mumbai,Ahmedabad,FedEx,Van,49.49,2393,4981.28,Delivered,INR
SHP002233,ORD102233,CUST2090,2026-07-03,Bengaluru_WH03,Ahmedabad,Lucknow,Ecom Express,Van,10.98,743,1549.16,Delivered,INR
SHP002234,ORD102234,CUST9503,2026-07-03,Mumbai_WH02,Kolkata,Bengaluru,DHL,Mini Truck,23.55,1665,3359.6,Delivered,INR
SHP002235,ORD102235,CUST2711,2026-07-03,Chennai_WH05,Hyderabad,Kolkata,Ecom Express,Van,38.46,396,1254.32,Delivered,INR
SHP002236,ORD102236,CUST5017,2026-07-03,Mumbai_WH02,Kolkata,Mumbai,FedEx,Van,32.27,349,1095.44,Delivered,INR
SHP002237,ORD102237,CUST6395,2026-07-03,Delhi_WH01,Pune,Jaipur,Blue Dart,Bike,32.38,54,565.76,Delivered,INR
SHP002238,ORD102238,CUST4643,2026-07-03,Bengaluru_WH03,Kolkata,Delhi,Blue Dart,Van,21.33,471,1183.76,In Transit,INR
SHP002239,ORD102239,CUST8671,2026-07-03,Bengaluru_WH03,Lucknow,Kolkata,FedEx,Mini Truck,33.48,1657,3464.36,Delivered,INR
SHP002240,ORD102240,CUST6647,2026-07-03,Chennai_WH05,Kolkata,Ahmedabad,Ecom Express,Truck,29.36,1963,3965.72,Delivered,INR
SHP002241,ORD102241,CUST1833,2026-07-03,Chennai_WH05,Mumbai,Pune,FedEx,Mini Truck,21.18,645,1495.16,Delivered,INR
SHP002242,ORD102242,CUST5137,2026-07-03,Hyderabad_WH04,Ahmedabad,Kolkata,FedEx,Bike,2.95,1176,2232.2,Delivered,INR
SHP002243,ORD102243,CUST1773,2026-07-03,Chennai_WH05,Bengaluru,Delhi,Blue Dart,Truck,11.59,1206,2389.88,Delivered,INR
SHP002244,ORD102244,CUST3715,2026-07-03,Hyderabad_WH04,Chennai,Mumbai,DHL,Truck,13.16,2476,4694.72,Delivered,INR
SHP002245,ORD102245,CUST7093,2026-07-03,Hyderabad_WH04,Lucknow,Pune,Blue Dart,Mini Truck,27.96,787,1832.12,In Transit,INR
SHP002246,ORD102246,CUST9969,2026-07-03,Delhi_WH01,Ahmedabad,Lucknow,Delhivery,Mini Truck,24.71,2380,4660.52,Delivered,INR
SHP002247,ORD102247,CUST2726,2026-07-03,Delhi_WH01,Delhi,Mumbai,Blue Dart,Van,49.1,878,2249.6,Delivered,INR
SHP002248,ORD102248,CUST3890,2026-07-03,Chennai_WH05,Jaipur,Kolkata,FedEx,Bike,20.98,1872,3701.36,Delivered,INR
SHP002249,ORD102249,CUST2797,2026-07-03,Delhi_WH01,Pune,Jaipur,FedEx,Van,15.8,1566,3088.4,Delivered,INR
SHP002250,ORD102250,CUST3948,2026-07-03,Mumbai_WH02,Lucknow,Chennai,FedEx,Van,25.67,774,1781.24,Delivered,INR
SHP002251,ORD102251,CUST3653,2026-07-03,Mumbai_WH02,Lucknow,Ahmedabad,FedEx,Truck,32.23,1349,2894.96,Delivered,INR
SHP002252,ORD102252,CUST1618,2026-07-03,Bengaluru_WH03,Hyderabad,Bengaluru,FedEx,Mini Truck,40.89,1591,3434.48,Cancelled,INR
SHP002253,ORD102253,CUST4225,2026-07-03,Bengaluru_WH03,Lucknow,Mumbai,Ecom Express,Bike,31.15,77,592.4,Delivered,INR
SHP002254,ORD102254,CUST5828,2026-07-03,Bengaluru_WH03,Pune,Kolkata,DHL,Bike,39.49,191,897.68,Delivered,INR
SHP002255,ORD102255,CUST6973,2026-07-03,Mumbai_WH02,Jaipur,Bengaluru,Blue Dart,Bike,20.48,2025,3970.76,Delivered,INR
SHP002256,ORD102256,CUST7441,2026-07-03,Bengaluru_WH03,Ahmedabad,Hyderabad,FedEx,Mini Truck,2.86,568,1136.72,In Transit,INR
SHP002257,ORD102257,CUST2087,2026-07-03,Hyderabad_WH04,Delhi,Pune,DHL,Bike,23.29,1486,3034.28,Delivered,INR
SHP002258,ORD102258,CUST1399,2026-07-03,Hyderabad_WH04,Mumbai,Pune,DHL,Van,21.4,1758,3501.2,Delivered,INR
SHP002259,ORD102259,CUST1613,2026-07-03,Chennai_WH05,Pune,Delhi,Ecom Express,Mini Truck,5.57,801,1588.64,Delivered,INR
SHP002260,ORD102260,CUST2627,2026-07-03,Chennai_WH05,Delhi,Bengaluru,Ecom Express,Mini Truck,18.87,2475,4761.44,Delivered,INR
SHP002261,ORD102261,CUST1178,2026-07-03,Delhi_WH01,Kolkata,Chennai,DHL,Van,21.49,1731,3453.68,Delivered,INR
SHP002262,ORD102262,CUST7293,2026-07-03,Bengaluru_WH03,Lucknow,Jaipur,FedEx,Mini Truck,2.45,1718,3201.8,Delivered,INR
SHP002263,ORD102263,CUST9355,2026-07-03,Delhi_WH01,Pune,Lucknow,DHL,Bike,18.42,672,1510.64,Delivered,INR
SHP002264,ORD102264,CUST8313,2026-07-03,Hyderabad_WH04,Lucknow,Delhi,Delhivery,Mini Truck,30.68,1617,3358.76,Delayed,INR
SHP002265,ORD102265,CUST8873,2026-07-03,Bengaluru_WH03,Chennai,Hyderabad,FedEx,Bike,4.92,1366,2597.84,Returned,INR
SHP002266,ORD102266,CUST1975,2026-07-03,Mumbai_WH02,Ahmedabad,Bengaluru,Blue Dart,Van,32.0,649,1632.2,In Transit,INR
SHP002267,ORD102267,CUST3823,2026-07-03,Bengaluru_WH03,Chennai,Pune,FedEx,Mini Truck,14.92,972,2008.64,Delayed,INR
SHP002268,ORD102268,CUST9383,2026-07-03,Hyderabad_WH04,Pune,Lucknow,Ecom Express,Mini Truck,12.13,348,851.96,Delivered,INR
SHP002269,ORD102269,CUST6509,2026-07-03,Bengaluru_WH03,Mumbai,Pune,Ecom Express,Mini Truck,14.17,1871,3617.84,Delivered,INR
SHP002270,ORD102270,CUST2064,2026-07-03,Bengaluru_WH03,Pune,Ahmedabad,DHL,Bike,38.96,1749,3695.72,Delivered,INR
SHP002271,ORD102271,CUST8255,2026-07-03,Bengaluru_WH03,Kolkata,Bengaluru,Delhivery,Van,11.65,1958,3744.2,In Transit,INR
SHP002272,ORD102272,CUST6649,2026-07-03,Hyderabad_WH04,Jaipur,Mumbai,Blue Dart,Van,18.13,1338,2705.96,Delivered,INR
SHP002273,ORD102273,CUST3897,2026-07-03,Mumbai_WH02,Jaipur,Chennai,FedEx,Bike,20.52,1295,2657.24,Delivered,INR
SHP002274,ORD102274,CUST7411,2026-07-03,Delhi_WH01,Pune,Jaipur,Delhivery,Van,18.76,2427,4673.72,Delivered,INR
SHP002275,ORD102275,CUST5421,2026-07-03,Mumbai_WH02,Bengaluru,Ahmedabad,FedEx,Van,45.5,973,2377.4,Delivered,INR
SHP002276,ORD102276,CUST3017,2026-07-03,Mumbai_WH02,Chennai,Kolkata,Delhivery,Truck,23.68,1031,2219.96,Delivered,INR
SHP002277,ORD102277,CUST8257,2026-07-03,Hyderabad_WH04,Mumbai,Bengaluru,DHL,Van,29.06,775,1823.72,In Transit,INR
SHP002278,ORD102278,CUST9336,2026-07-03,Chennai_WH05,Delhi,Jaipur,Blue Dart,Bike,9.38,1981,3758.36,Delivered,INR
SHP002279,ORD102279,CUST1417,2026-07-03,Chennai_WH05,Chennai,Lucknow,DHL,Truck,28.77,1116,2434.04,Delivered,INR
SHP002280,ORD102280,CUST1586,2026-07-03,Delhi_WH01,Lucknow,Bengaluru,DHL,Van,40.7,2010,4186.4,Delivered,INR
SHP002281,ORD102281,CUST9412,2026-07-03,Mumbai_WH02,Kolkata,Chennai,Ecom Express,Bike,13.19,1537,3004.88,Delayed,INR
SHP002282,ORD102282,CUST8906,2026-07-03,Mumbai_WH02,Chennai,Jaipur,Ecom Express,Van,6.92,1193,2310.44,Delivered,INR
SHP002283,ORD102283,CUST1273,2026-07-03,Chennai_WH05,Bengaluru,Jaipur,Delhivery,Truck,13.62,1701,3305.24,In Transit,INR
SHP002284,ORD102284,CUST4069,2026-07-03,Delhi_WH01,Pune,Bengaluru,Delhivery,Van,4.48,1058,2038.16,Delivered,INR
SHP002285,ORD102285,CUST4574,2026-07-03,Hyderabad_WH04,Chennai,Delhi,DHL,Mini Truck,32.4,765,1845.8,In Transit,INR
SHP002286,ORD102286,CUST1606,2026-07-03,Delhi_WH01,Mumbai,Pune,Ecom Express,Truck,16.68,1648,3246.56,Delivered,INR
SHP002287,ORD102287,CUST6741,2026-07-03,Bengaluru_WH03,Bengaluru,Kolkata,Ecom Express,Bike,48.32,917,2310.44,In Transit,INR
SHP002288,ORD102288,CUST3167,2026-07-03,Hyderabad_WH04,Ahmedabad,Delhi,FedEx,Mini Truck,42.96,1474,3248.72,Delivered,INR
SHP002289,ORD102289,CUST9744,2026-07-03,Bengaluru_WH03,Kolkata,Mumbai,Ecom Express,Mini Truck,42.79,2490,5075.48,Delivered,INR
SHP002290,ORD102290,CUST3798,2026-07-03,Delhi_WH01,Chennai,Kolkata,Ecom Express,Bike,25.79,1380,2873.48,Delivered,INR
SHP002291,ORD102291,CUST6122,2026-07-03,Hyderabad_WH04,Jaipur,Kolkata,Delhivery,Van,36.57,1867,3879.44,Delayed,INR
SHP002292,ORD102292,CUST6890,2026-07-03,Chennai_WH05,Bengaluru,Jaipur,Ecom Express,Bike,39.02,130,782.24,Delivered,INR
SHP002293,ORD102293,CUST5609,2026-07-03,Delhi_WH01,Chennai,Jaipur,Ecom Express,Van,40.3,1493,3251.0,In Transit,INR
SHP002294,ORD102294,CUST8651,2026-07-03,Mumbai_WH02,Pune,Mumbai,DHL,Van,27.31,2070,4133.72,Delivered,INR
SHP002295,ORD102295,CUST4048,2026-07-03,Bengaluru_WH03,Mumbai,Kolkata,Ecom Express,Truck,15.86,58,374.72,Delivered,INR
SHP002296,ORD102296,CUST3874,2026-07-03,Chennai_WH05,Kolkata,Pune,FedEx,Van,48.66,1882,4051.52,Delivered,INR
SHP002297,ORD102297,CUST1552,2026-07-03,Hyderabad_WH04,Pune,Kolkata,Blue Dart,Mini Truck,48.1,915,2304.2,Delivered,INR
SHP002298,ORD102298,CUST2358,2026-07-03,Bengaluru_WH03,Delhi,Jaipur,Ecom Express,Truck,38.21,1362,2990.12,Returned,INR
SHP002299,ORD102299,CUST8348,2026-07-03,Delhi_WH01,Delhi,Ahmedabad,DHL,Mini Truck,22.82,1748,3500.24,Delivered,INR
SHP002300,ORD102300,CUST6467,2026-07-03,Mumbai_WH02,Pune,Ahmedabad,DHL,Mini Truck,47.98,947,2360.36,Delivered,INR
SHP002301,ORD102301,CUST3226,2026-07-03,Hyderabad_WH04,Hyderabad,Pune,DHL,Bike,7.07,2040,3836.84,Delivered,INR
SHP002302,ORD102302,CUST5404,2026-07-03,Chennai_WH05,Delhi,Chennai,Blue Dart,Van,49.02,1041,2542.04,Delayed,INR
SHP002303,ORD102303,CUST6882,2026-07-03,Bengaluru_WH03,Delhi,Hyderabad,FedEx,Van,16.88,1961,3812.36,Delayed,INR
SHP002304,ORD102304,CUST1108,2026-07-03,Delhi_WH01,Lucknow,Ahmedabad,FedEx,Bike,39.09,471,1396.88,Cancelled,INR
SHP002305,ORD102305,CUST6503,2026-07-03,Delhi_WH01,Ahmedabad,Bengaluru,Ecom Express,Van,47.65,918,2304.2,Delayed,INR
SHP002306,ORD102306,CUST8343,2026-07-03,Chennai_WH05,Lucknow,Delhi,Blue Dart,Bike,10.05,1083,2150.0,Delivered,INR
SHP002307,ORD102307,CUST6571,2026-07-03,Hyderabad_WH04,Pune,Hyderabad,Blue Dart,Truck,39.74,1488,3235.28,Delivered,INR
SHP002308,ORD102308,CUST6554,2026-07-03,Hyderabad_WH04,Hyderabad,Delhi,Delhivery,Truck,30.86,389,1150.52,Delivered,INR
SHP002309,ORD102309,CUST8463,2026-07-03,Delhi_WH01,Ahmedabad,Lucknow,DHL,Truck,45.25,1780,3827.0,Delivered,INR
SHP002310,ORD102310,CUST7320,2026-07-03,Chennai_WH05,Bengaluru,Pune,Blue Dart,Mini Truck,17.5,1297,2624.6,In Transit,INR
SHP002311,ORD102311,CUST3546,2026-07-03,Delhi_WH01,Delhi,Mumbai,Delhivery,Mini Truck,0.53,159,372.56,Delivered,INR
SHP002312,ORD102312,CUST7958,2026-07-03,Delhi_WH01,Ahmedabad,Chennai,Blue Dart,Van,35.96,298,1047.92,Delivered,INR
SHP002313,ORD102313,CUST1489,2026-07-03,Hyderabad_WH04,Chennai,Hyderabad,Delhivery,Van,33.18,1390,2980.16,Delivered,INR
SHP002314,ORD102314,CUST9203,2026-07-03,Delhi_WH01,Ahmedabad,Jaipur,DHL,Mini Truck,8.21,59,284.72,Delivered,INR
SHP002315,ORD102315,CUST3562,2026-07-03,Chennai_WH05,Delhi,Chennai,Delhivery,Bike,13.61,2386,4538.12,Delivered,INR
SHP002316,ORD102316,CUST2300,2026-07-03,Delhi_WH01,Kolkata,Chennai,Ecom Express,Mini Truck,26.95,283,912.8,Delayed,INR
SHP002317,ORD102317,CUST1641,2026-07-03,Chennai_WH05,Hyderabad,Jaipur,DHL,Truck,12.7,1728,3342.8,Delivered,INR
SHP002318,ORD102318,CUST5042,2026-07-03,Hyderabad_WH04,Hyderabad,Chennai,Blue Dart,Mini Truck,43.12,2016,4226.24,Delivered,INR
SHP002319,ORD102319,CUST2600,2026-07-03,Bengaluru_WH03,Mumbai,Pune,Blue Dart,Mini Truck,44.08,1216,2797.76,Delayed,INR
SHP002320,ORD102320,CUST5427,2026-07-03,Chennai_WH05,Hyderabad,Jaipur,DHL,Van,18.15,2116,4106.6,Delivered,INR
SHP002321,ORD102321,CUST4692,2026-07-03,Mumbai_WH02,Jaipur,Lucknow,Delhivery,Van,30.41,205,813.92,Delivered,INR
SHP002322,ORD102322,CUST6140,2026-07-03,Mumbai_WH02,Bengaluru,Lucknow,Delhivery,Van,41.59,1439,3169.28,In Transit,INR
SHP002323,ORD102323,CUST9718,2026-07-03,Chennai_WH05,Delhi,Chennai,FedEx,Mini Truck,39.05,1677,3567.2,Delayed,INR
SHP002324,ORD102324,CUST4617,2026-07-03,Bengaluru_WH03,Jaipur,Delhi,Blue Dart,Bike,23.79,2202,4329.08,Delivered,INR
SHP002325,ORD102325,CUST7113,2026-07-03,Chennai_WH05,Delhi,Chennai,DHL,Mini Truck,14.48,107,446.36,Delivered,INR
SHP002326,ORD102326,CUST9072,2026-07-03,Chennai_WH05,Lucknow,Chennai,Delhivery,Mini Truck,22.5,1384,2841.2,Returned,INR
SHP002327,ORD102327,CUST2965,2026-07-03,Hyderabad_WH04,Lucknow,Ahmedabad,DHL,Bike,14.69,190,598.28,In Transit,INR
SHP002328,ORD102328,CUST9260,2026-07-03,Hyderabad_WH04,Mumbai,Bengaluru,Ecom Express,Mini Truck,4.45,2376,4410.2,Delivered,INR
SHP002329,ORD102329,CUST7073,2026-07-03,Delhi_WH01,Jaipur,Chennai,Delhivery,Mini Truck,5.67,1093,2115.44,In Transit,INR
SHP002330,ORD102330,CUST2065,2026-07-03,Hyderabad_WH04,Ahmedabad,Mumbai,Blue Dart,Bike,23.67,1465,3001.04,In Transit,INR
SHP002331,ORD102331,CUST6943,2026-07-03,Chennai_WH05,Ahmedabad,Bengaluru,FedEx,Bike,8.01,2479,4638.32,Delivered,INR
SHP002332,ORD102332,CUST7073,2026-07-03,Delhi_WH01,Kolkata,Mumbai,Ecom Express,Truck,37.4,722,1828.4,Delivered,INR
SHP002333,ORD102333,CUST9730,2026-07-03,Chennai_WH05,Hyderabad,Pune,DHL,Mini Truck,10.46,2032,3863.12,In Transit,INR
SHP002334,ORD102334,CUST3778,2026-07-03,Delhi_WH01,Ahmedabad,Hyderabad,Ecom Express,Truck,49.25,1093,2638.4,In Transit,INR
SHP002335,ORD102335,CUST1647,2026-07-03,Mumbai_WH02,Delhi,Jaipur,Ecom Express,Truck,2.19,1742,3241.88,Delivered,INR
SHP002336,ORD102336,CUST7985,2026-07-03,Chennai_WH05,Hyderabad,Delhi,DHL,Bike,9.69,1062,2107.88,Delivered,INR
SHP002337,ORD102337,CUST5372,2026-07-03,Mumbai_WH02,Pune,Chennai,Ecom Express,Van,16.09,259,739.28,Delivered,INR
SHP002338,ORD102338,CUST8973,2026-07-03,Delhi_WH01,Ahmedabad,Bengaluru,Blue Dart,Bike,3.83,2095,3896.96,Delivered,INR
SHP002339,ORD102339,CUST9384,2026-07-03,Mumbai_WH02,Kolkata,Lucknow,Ecom Express,Mini Truck,4.26,473,982.52,Delivered,INR
SHP002340,ORD102340,CUST6009,2026-07-03,Chennai_WH05,Lucknow,Chennai,DHL,Van,31.46,665,1654.52,In Transit,INR
SHP002341,ORD102341,CUST7616,2026-07-03,Mumbai_WH02,Ahmedabad,Mumbai,DHL,Mini Truck,40.27,659,1749.44,Delivered,INR
SHP002342,ORD102342,CUST3431,2026-07-03,Delhi_WH01,Kolkata,Hyderabad,Blue Dart,Bike,37.47,2437,4916.24,Delivered,INR
SHP002343,ORD102343,CUST8277,2026-07-03,Mumbai_WH02,Pune,Chennai,FedEx,Truck,28.87,1282,2734.04,Delivered,INR
SHP002344,ORD102344,CUST3042,2026-07-03,Bengaluru_WH03,Bengaluru,Hyderabad,Delhivery,Bike,16.21,651,1446.32,Delivered,INR
SHP002345,ORD102345,CUST9783,2026-07-03,Chennai_WH05,Chennai,Hyderabad,Blue Dart,Bike,27.3,1941,3901.4,Delivered,INR
SHP002346,ORD102346,CUST3837,2026-07-03,Hyderabad_WH04,Hyderabad,Pune,FedEx,Van,26.82,97,576.44,In Transit,INR
SHP002347,ORD102347,CUST3280,2026-07-03,Delhi_WH01,Hyderabad,Chennai,Blue Dart,Mini Truck,1.96,1961,3633.32,Delivered,INR
SHP002348,ORD102348,CUST6811,2026-07-03,Chennai_WH05,Ahmedabad,Bengaluru,Blue Dart,Truck,14.48,1762,3425.36,Delivered,INR
SHP002349,ORD102349,CUST6261,2026-07-03,Mumbai_WH02,Hyderabad,Pune,Blue Dart,Bike,2.57,1750,3260.84,Delivered,INR
SHP002350,ORD102350,CUST7060,2026-07-03,Hyderabad_WH04,Bengaluru,Pune,Delhivery,Mini Truck,18.36,2269,4384.52,Delivered,INR
SHP002351,ORD102351,CUST8861,2026-07-03,Chennai_WH05,Jaipur,Lucknow,Ecom Express,Truck,13.15,1182,2365.4,Delivered,INR
SHP002352,ORD102352,CUST7748,2026-07-03,Hyderabad_WH04,Bengaluru,Mumbai,FedEx,Truck,23.65,1739,3494.0,Delivered,INR
SHP002353,ORD102353,CUST3111,2026-07-03,Bengaluru_WH03,Delhi,Lucknow,DHL,Bike,40.02,152,833.84,Delivered,INR
SHP002354,ORD102354,CUST3985,2026-07-03,Bengaluru_WH03,Mumbai,Pune,FedEx,Van,42.45,499,1487.6,Delivered,INR
SHP002355,ORD102355,CUST5778,2026-07-03,Chennai_WH05,Jaipur,Bengaluru,Delhivery,Mini Truck,20.86,282,837.92,Delivered,INR
SHP002356,ORD102356,CUST7538,2026-07-03,Hyderabad_WH04,Jaipur,Kolkata,Blue Dart,Mini Truck,0.7,2310,4246.4,Cancelled,INR
SHP002357,ORD102357,CUST7682,2026-07-03,Chennai_WH05,Jaipur,Hyderabad,DHL,Mini Truck,26.93,2251,4454.96,Delivered,INR
SHP002358,ORD102358,CUST4691,2026-07-03,Mumbai_WH02,Pune,Bengaluru,DHL,Mini Truck,2.28,96,280.16,Delivered,INR
SHP002359,ORD102359,CUST4045,2026-07-03,Hyderabad_WH04,Bengaluru,Delhi,FedEx,Mini Truck,16.2,2378,4554.8,Delivered,INR
SHP002360,ORD102360,CUST4636,2026-07-03,Hyderabad_WH04,Delhi,Lucknow,Ecom Express,Bike,32.72,267,953.24,Delivered,INR
SHP002361,ORD102361,CUST9000,2026-07-03,Chennai_WH05,Chennai,Ahmedabad,FedEx,Bike,37.28,2000,4127.36,Delivered,INR
