shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status,exception_flag
SHP003183,ORD103183,CUST4245,2026-07-04,Hyderabad_WH04,Pune,Mumbai,FedEx,Mini Truck,4.21,2345,4351.52,In Transit,True
SHP003184,ORD103184,CUST2253,2026-07-04,Bengaluru_WH03,Pune,Lucknow,FedEx,Bike,13.35,2101,4022.0,Delivered,False
SHP003185,ORD103185,CUST5099,2026-07-04,Chennai_WH05,Kolkata,Ahmedabad,DHL,Mini Truck,48.79,1850,3995.48,In Transit,True
SHP003186,ORD103186,CUST7061,2026-07-04,Hyderabad_WH04,Jaipur,Lucknow,Blue Dart,Bike,44.34,1830,3906.08,In Transit,True
SHP003187,ORD103187,CUST4652,2026-07-04,Delhi_WH01,Chennai,Kolkata,DHL,Truck,32.94,1966,4014.08,Delivered,False
SHP003188,ORD103188,CUST7087,2026-07-04,Chennai_WH05,Jaipur,Kolkata,FedEx,Truck,27.24,874,1980.08,Delivered,False
SHP003189,ORD103189,CUST5918,2026-07-04,Delhi_WH01,Mumbai,Jaipur,Delhivery,Bike,19.77,462,1148.84,In Transit,True
SHP003190,ORD103190,CUST2887,2026-07-04,Bengaluru_WH03,Chennai,Delhi,Delhivery,Truck,12.84,386,928.88,In Transit,True
SHP003191,ORD103191,CUST1844,2026-07-04,Hyderabad_WH04,Delhi,Pune,Blue Dart,Truck,22.08,2268,4427.36,Delivered,False
SHP003192,ORD103192,CUST8359,2026-07-04,Chennai_WH05,Delhi,Jaipur,Blue Dart,Mini Truck,38.5,193,889.4,Delayed,True
SHP003193,ORD103193,CUST2218,2026-07-04,Hyderabad_WH04,Pune,Jaipur,Ecom Express,Truck,3.83,1775,3320.96,In Transit,True
SHP003194,ORD103194,CUST4998,2026-07-04,Chennai_WH05,Jaipur,Chennai,DHL,Mini Truck,46.63,1362,3091.16,In Transit,True
SHP003195,ORD103195,CUST3110,2026-07-04,Bengaluru_WH03,Chennai,Lucknow,FedEx,Truck,31.08,274,946.16,Returned,True
SHP003196,ORD103196,CUST7596,2026-07-04,Bengaluru_WH03,Mumbai,Lucknow,Delhivery,Truck,37.06,717,1815.32,Delivered,False
SHP003197,ORD103197,CUST8494,2026-07-04,Chennai_WH05,Bengaluru,Hyderabad,FedEx,Bike,11.91,1913,3666.32,Delivered,False
SHP003198,ORD103198,CUST9579,2026-07-04,Mumbai_WH02,Hyderabad,Delhi,Delhivery,Van,36.2,2191,4458.2,Delivered,False
SHP003199,ORD103199,CUST8023,2026-07-04,Mumbai_WH02,Lucknow,Bengaluru,Blue Dart,Truck,26.45,1485,3070.4,Delivered,False
SHP003200,ORD103200,CUST6163,2026-07-04,Chennai_WH05,Hyderabad,Jaipur,Ecom Express,Truck,49.65,887,2272.4,Delivered,False
SHP003201,ORD103201,CUST7916,2026-07-04,Mumbai_WH02,Delhi,Bengaluru,DHL,Truck,14.81,425,1022.72,In Transit,True
SHP003202,ORD103202,CUST3181,2026-07-04,Delhi_WH01,Kolkata,Ahmedabad,Delhivery,Bike,11.73,1713,3304.16,Delivered,False
SHP003203,ORD103203,CUST4233,2026-07-04,Chennai_WH05,Bengaluru,Hyderabad,Ecom Express,Truck,49.93,2435,5062.16,Delivered,False
SHP003204,ORD103204,CUST7741,2026-07-04,Hyderabad_WH04,Mumbai,Jaipur,DHL,Truck,49.82,2296,4810.64,In Transit,True
SHP003205,ORD103205,CUST8417,2026-07-04,Hyderabad_WH04,Lucknow,Jaipur,DHL,Mini Truck,42.37,1969,4132.64,Delivered,False
SHP003206,ORD103206,CUST7402,2026-07-04,Chennai_WH05,Hyderabad,Mumbai,DHL,Truck,39.15,1786,3764.6,In Transit,True
SHP003207,ORD103207,CUST6989,2026-07-04,Bengaluru_WH03,Lucknow,Chennai,Ecom Express,Mini Truck,32.32,736,1792.64,Delivered,False
SHP003208,ORD103208,CUST5144,2026-07-04,Hyderabad_WH04,Kolkata,Jaipur,DHL,Truck,28.33,1707,3492.56,Delivered,False
SHP003209,ORD103209,CUST9005,2026-07-04,Mumbai_WH02,Chennai,Lucknow,Delhivery,Bike,29.96,2249,4487.72,In Transit,True
SHP003210,ORD103210,CUST7753,2026-07-04,Hyderabad_WH04,Pune,Lucknow,DHL,Mini Truck,45.85,2168,4532.6,In Transit,True
SHP003211,ORD103211,CUST5141,2026-07-04,Hyderabad_WH04,Delhi,Chennai,Blue Dart,Bike,23.22,1411,2898.44,Delivered,False
SHP003212,ORD103212,CUST6429,2026-07-04,Chennai_WH05,Lucknow,Bengaluru,FedEx,Truck,12.42,1639,3179.24,In Transit,True
SHP003213,ORD103213,CUST4057,2026-07-04,Mumbai_WH02,Mumbai,Delhi,Ecom Express,Mini Truck,28.42,1528,3171.44,Delivered,False
SHP003214,ORD103214,CUST7989,2026-07-04,Chennai_WH05,Bengaluru,Mumbai,FedEx,Van,42.38,91,752.36,Delivered,False
SHP003215,ORD103215,CUST2200,2026-07-04,Bengaluru_WH03,Delhi,Lucknow,Ecom Express,Mini Truck,0.6,790,1509.2,Delivered,False
SHP003216,ORD103216,CUST9069,2026-07-04,Hyderabad_WH04,Bengaluru,Hyderabad,DHL,Bike,20.65,901,1949.6,In Transit,True
SHP003217,ORD103217,CUST8420,2026-07-04,Hyderabad_WH04,Bengaluru,Lucknow,Ecom Express,Bike,10.21,420,958.52,Delivered,False
SHP003218,ORD103218,CUST5022,2026-07-04,Hyderabad_WH04,Ahmedabad,Bengaluru,FedEx,Truck,46.79,1389,3141.68,Delivered,False
SHP003219,ORD103219,CUST9555,2026-07-04,Hyderabad_WH04,Hyderabad,Mumbai,Blue Dart,Mini Truck,0.97,1345,2512.64,Delivered,False
SHP003220,ORD103220,CUST1323,2026-07-04,Mumbai_WH02,Bengaluru,Delhi,Blue Dart,Van,7.02,1391,2668.04,Delivered,False
SHP003221,ORD103221,CUST6589,2026-07-04,Delhi_WH01,Delhi,Bengaluru,DHL,Truck,6.95,1415,2710.4,Delivered,False
SHP003222,ORD103222,CUST6823,2026-07-04,Delhi_WH01,Hyderabad,Pune,DHL,Truck,16.85,2360,4530.2,Delivered,False
SHP003223,ORD103223,CUST8359,2026-07-04,Chennai_WH05,Delhi,Bengaluru,DHL,Van,37.73,215,919.76,In Transit,True
SHP003224,ORD103224,CUST9867,2026-07-04,Chennai_WH05,Mumbai,Jaipur,DHL,Truck,36.16,2195,4464.92,Delivered,False
SHP003225,ORD103225,CUST4606,2026-07-04,Delhi_WH01,Jaipur,Pune,Blue Dart,Van,23.36,139,610.52,Delivered,False
SHP003226,ORD103226,CUST5103,2026-07-04,Hyderabad_WH04,Hyderabad,Chennai,Ecom Express,Mini Truck,7.58,206,541.76,Delivered,False
SHP003227,ORD103227,CUST6346,2026-07-04,Hyderabad_WH04,Mumbai,Lucknow,FedEx,Truck,42.0,194,933.2,In Transit,True
SHP003228,ORD103228,CUST9957,2026-07-04,Bengaluru_WH03,Mumbai,Jaipur,Ecom Express,Truck,12.64,458,1056.08,Delayed,True
SHP003229,ORD103229,CUST1756,2026-07-04,Hyderabad_WH04,Bengaluru,Delhi,Ecom Express,Bike,30.79,96,622.28,Delivered,False
SHP003230,ORD103230,CUST4710,2026-07-04,Mumbai_WH02,Delhi,Bengaluru,Ecom Express,Bike,28.19,1199,2576.48,In Transit,True
SHP003231,ORD103231,CUST8027,2026-07-04,Chennai_WH05,Bengaluru,Delhi,Ecom Express,Bike,29.53,312,995.96,Delivered,False
SHP003232,ORD103232,CUST6647,2026-07-04,Mumbai_WH02,Mumbai,Pune,Blue Dart,Truck,1.0,2035,3755.0,Delivered,False
SHP003233,ORD103233,CUST7654,2026-07-04,Hyderabad_WH04,Chennai,Mumbai,Delhivery,Van,28.46,1282,2729.12,Delivered,False
SHP003234,ORD103234,CUST6712,2026-07-04,Mumbai_WH02,Ahmedabad,Mumbai,Ecom Express,Mini Truck,15.88,2401,4592.36,In Transit,True
SHP003235,ORD103235,CUST8081,2026-07-04,Delhi_WH01,Bengaluru,Mumbai,DHL,Truck,37.71,2027,4181.12,In Transit,True
SHP003236,ORD103236,CUST4332,2026-07-04,Hyderabad_WH04,Pune,Lucknow,Delhivery,Van,17.27,1267,2567.84,Delivered,False
SHP003237,ORD103237,CUST8077,2026-07-04,Mumbai_WH02,Bengaluru,Delhi,Delhivery,Mini Truck,27.19,2096,4179.08,Delivered,False
SHP003238,ORD103238,CUST9574,2026-07-04,Chennai_WH05,Chennai,Bengaluru,Ecom Express,Bike,19.9,217,709.4,Delivered,False
SHP003239,ORD103239,CUST1544,2026-07-04,Bengaluru_WH03,Jaipur,Delhi,Delhivery,Van,22.91,951,2066.72,In Transit,True
SHP003240,ORD103240,CUST9269,2026-07-04,Chennai_WH05,Kolkata,Mumbai,Ecom Express,Mini Truck,13.1,957,1959.8,Delivered,False
SHP003241,ORD103241,CUST3785,2026-07-04,Chennai_WH05,Pune,Hyderabad,Blue Dart,Truck,8.42,2265,4258.04,Cancelled,True
SHP003242,ORD103242,CUST1823,2026-07-04,Chennai_WH05,Ahmedabad,Pune,Ecom Express,Bike,9.75,2349,4425.2,Delivered,False
SHP003243,ORD103243,CUST5535,2026-07-04,Bengaluru_WH03,Hyderabad,Bengaluru,Ecom Express,Mini Truck,26.66,2390,4701.92,Delivered,False
SHP003244,ORD103244,CUST2453,2026-07-04,Chennai_WH05,Lucknow,Bengaluru,Blue Dart,Mini Truck,21.0,120,548.0,Delivered,False
SHP003245,ORD103245,CUST2750,2026-07-04,Delhi_WH01,Hyderabad,Delhi,Blue Dart,Mini Truck,45.6,2209,4603.4,In Transit,True
SHP003246,ORD103246,CUST4421,2026-07-04,Delhi_WH01,Ahmedabad,Pune,Delhivery,Van,42.26,1111,2586.92,In Transit,True
SHP003247,ORD103247,CUST6209,2026-07-04,Delhi_WH01,Ahmedabad,Delhi,Delhivery,Bike,12.41,1101,2210.72,Delivered,False
SHP003248,ORD103248,CUST8581,2026-07-04,Bengaluru_WH03,Kolkata,Hyderabad,Blue Dart,Truck,16.02,683,1501.64,In Transit,True
SHP003249,ORD103249,CUST9320,2026-07-04,Chennai_WH05,Ahmedabad,Bengaluru,DHL,Van,4.97,1807,3392.24,In Transit,True
SHP003250,ORD103250,CUST7090,2026-07-04,Mumbai_WH02,Lucknow,Hyderabad,FedEx,Bike,2.44,2269,4193.48,Delivered,False
SHP003251,ORD103251,CUST9466,2026-07-04,Bengaluru_WH03,Bengaluru,Ahmedabad,FedEx,Bike,10.76,1448,2815.52,In Transit,True
SHP003252,ORD103252,CUST7516,2026-07-04,Hyderabad_WH04,Mumbai,Pune,DHL,Truck,10.18,1960,3730.16,Delayed,True
SHP003253,ORD103253,CUST1393,2026-07-04,Delhi_WH01,Pune,Bengaluru,FedEx,Truck,14.57,1114,2260.04,Delivered,False
SHP003254,ORD103254,CUST8635,2026-07-04,Chennai_WH05,Bengaluru,Mumbai,DHL,Truck,48.64,543,1641.08,Delivered,False
SHP003255,ORD103255,CUST6494,2026-07-04,Hyderabad_WH04,Chennai,Bengaluru,Blue Dart,Mini Truck,48.81,2036,4330.52,Delivered,False
SHP003256,ORD103256,CUST2769,2026-07-04,Mumbai_WH02,Chennai,Delhi,Delhivery,Van,46.11,1853,3968.72,Delivered,False
SHP003257,ORD103257,CUST7820,2026-07-04,Delhi_WH01,Ahmedabad,Pune,Delhivery,Mini Truck,17.84,1171,2401.88,In Transit,True
SHP003258,ORD103258,CUST7468,2026-07-04,Hyderabad_WH04,Pune,Lucknow,Blue Dart,Bike,6.98,589,1223.96,In Transit,True
SHP003259,ORD103259,CUST6275,2026-07-04,Delhi_WH01,Kolkata,Lucknow,Blue Dart,Bike,40.14,739,1891.88,In Transit,True
SHP003260,ORD103260,CUST2487,2026-07-04,Hyderabad_WH04,Bengaluru,Chennai,Blue Dart,Bike,26.96,294,932.72,Delivered,False
SHP003261,ORD103261,CUST9690,2026-07-04,Chennai_WH05,Jaipur,Lucknow,Delhivery,Van,10.76,1418,2761.52,Delivered,False
SHP003262,ORD103262,CUST2154,2026-07-04,Hyderabad_WH04,Hyderabad,Pune,Ecom Express,Van,41.69,1940,4072.28,Delivered,False
SHP003263,ORD103263,CUST6483,2026-07-04,Delhi_WH01,Lucknow,Delhi,FedEx,Van,37.97,772,1925.24,Delivered,False
SHP003264,ORD103264,CUST1964,2026-07-04,Delhi_WH01,Pune,Mumbai,Delhivery,Bike,48.93,938,2355.56,Delivered,False
SHP003265,ORD103265,CUST6955,2026-07-04,Chennai_WH05,Delhi,Pune,DHL,Van,6.08,766,1531.76,Delivered,False
SHP003266,ORD103266,CUST8933,2026-07-04,Mumbai_WH02,Delhi,Lucknow,DHL,Truck,19.16,1803,3555.32,Delivered,False
SHP003267,ORD103267,CUST1231,2026-07-04,Hyderabad_WH04,Chennai,Pune,FedEx,Van,34.24,1983,4060.28,Delivered,False
SHP003268,ORD103268,CUST2697,2026-07-04,Hyderabad_WH04,Delhi,Mumbai,Ecom Express,Truck,6.47,941,1851.44,In Transit,True
SHP003269,ORD103269,CUST6882,2026-07-04,Hyderabad_WH04,Kolkata,Hyderabad,DHL,Van,46.44,352,1270.88,Delivered,False
SHP003270,ORD103270,CUST2334,2026-07-04,Delhi_WH01,Bengaluru,Mumbai,FedEx,Mini Truck,0.55,1809,3342.8,Delivered,False
SHP003271,ORD103271,CUST9345,2026-07-04,Bengaluru_WH03,Lucknow,Bengaluru,FedEx,Truck,47.92,2131,4490.84,In Transit,True
SHP003272,ORD103272,CUST2544,2026-07-04,Chennai_WH05,Ahmedabad,Chennai,FedEx,Mini Truck,10.83,1950,3719.96,In Transit,True
SHP003273,ORD103273,CUST8873,2026-07-04,Hyderabad_WH04,Bengaluru,Delhi,Delhivery,Truck,26.92,1233,2622.44,In Transit,True
SHP003274,ORD103274,CUST1942,2026-07-04,Delhi_WH01,Chennai,Hyderabad,Delhivery,Bike,4.5,1326,2520.8,Delivered,False
SHP003275,ORD103275,CUST4386,2026-07-04,Delhi_WH01,Lucknow,Ahmedabad,DHL,Van,39.66,2172,4465.52,In Transit,True
SHP003276,ORD103276,CUST7730,2026-07-04,Delhi_WH01,Chennai,Mumbai,Blue Dart,Truck,38.37,854,2077.64,Cancelled,True
SHP003277,ORD103277,CUST7340,2026-07-04,Delhi_WH01,Mumbai,Jaipur,Delhivery,Truck,30.44,409,1181.48,Delivered,False
SHP003278,ORD103278,CUST3057,2026-07-04,Delhi_WH01,Mumbai,Lucknow,Ecom Express,Van,5.65,237,574.4,Delivered,False
SHP003279,ORD103279,CUST4232,2026-07-04,Mumbai_WH02,Jaipur,Mumbai,FedEx,Mini Truck,44.12,305,1158.44,Delivered,False
SHP003280,ORD103280,CUST3617,2026-07-04,Bengaluru_WH03,Bengaluru,Jaipur,Blue Dart,Van,14.18,924,1913.36,In Transit,True
SHP003281,ORD103281,CUST6557,2026-07-04,Mumbai_WH02,Pune,Lucknow,Blue Dart,Bike,19.93,1621,3236.96,Returned,True
SHP003282,ORD103282,CUST2239,2026-07-04,Chennai_WH05,Ahmedabad,Pune,DHL,Van,12.77,2432,4610.84,Delivered,False
SHP003283,ORD103283,CUST1836,2026-07-04,Chennai_WH05,Chennai,Ahmedabad,Delhivery,Truck,6.78,1752,3314.96,Delivered,False
SHP003284,ORD103284,CUST2202,2026-07-04,Bengaluru_WH03,Bengaluru,Pune,Ecom Express,Van,22.47,51,441.44,Delivered,False
SHP003285,ORD103285,CUST2936,2026-07-04,Delhi_WH01,Chennai,Jaipur,Blue Dart,Van,10.62,929,1879.64,Delivered,False
SHP003286,ORD103286,CUST7141,2026-07-04,Chennai_WH05,Jaipur,Delhi,FedEx,Mini Truck,36.48,2442,4913.36,Delivered,False
SHP003287,ORD103287,CUST7495,2026-07-04,Delhi_WH01,Delhi,Chennai,DHL,Truck,45.34,1148,2690.48,In Transit,True
SHP003288,ORD103288,CUST7200,2026-07-04,Delhi_WH01,Kolkata,Bengaluru,FedEx,Bike,27.89,212,796.28,Delivered,False
SHP003289,ORD103289,CUST6209,2026-07-04,Hyderabad_WH04,Chennai,Kolkata,Delhivery,Mini Truck,32.75,1952,3986.6,Delivered,False
SHP003290,ORD103290,CUST9279,2026-07-04,Delhi_WH01,Lucknow,Delhi,DHL,Mini Truck,27.06,1557,3207.32,Delivered,False
SHP003291,ORD103291,CUST8181,2026-07-04,Delhi_WH01,Hyderabad,Jaipur,Delhivery,Truck,23.38,909,1996.76,Delivered,False
SHP003292,ORD103292,CUST2023,2026-07-04,Chennai_WH05,Mumbai,Bengaluru,Ecom Express,Mini Truck,10.26,708,1477.52,Delivered,False
SHP003293,ORD103293,CUST2611,2026-07-04,Delhi_WH01,Chennai,Jaipur,Ecom Express,Van,12.92,966,1973.84,Delivered,False
SHP003294,ORD103294,CUST2595,2026-07-04,Hyderabad_WH04,Jaipur,Mumbai,Delhivery,Bike,1.71,885,1693.52,Delivered,False
SHP003295,ORD103295,CUST6629,2026-07-04,Chennai_WH05,Jaipur,Pune,DHL,Van,47.81,2454,5070.92,Delivered,False
SHP003296,ORD103296,CUST6334,2026-07-04,Delhi_WH01,Ahmedabad,Chennai,Blue Dart,Mini Truck,18.92,1411,2846.84,Delivered,False
SHP003297,ORD103297,CUST1411,2026-07-04,Bengaluru_WH03,Delhi,Pune,FedEx,Bike,18.73,129,536.96,Delivered,False
SHP003298,ORD103298,CUST6113,2026-07-04,Delhi_WH01,Kolkata,Hyderabad,Blue Dart,Mini Truck,38.84,736,1870.88,Delivered,False
SHP003299,ORD103299,CUST1347,2026-07-04,Delhi_WH01,Hyderabad,Chennai,Delhivery,Bike,15.62,55,366.44,In Transit,True
SHP003300,ORD103300,CUST3713,2026-07-04,Delhi_WH01,Chennai,Hyderabad,DHL,Mini Truck,43.71,1720,3700.52,In Transit,True
SHP003301,ORD103301,CUST5718,2026-07-04,Bengaluru_WH03,Pune,Hyderabad,Ecom Express,Van,36.82,1968,4064.24,Delivered,False
SHP003302,ORD103302,CUST7618,2026-07-04,Mumbai_WH02,Jaipur,Lucknow,Blue Dart,Bike,36.0,2493,4999.4,Delivered,False
SHP003303,ORD103303,CUST4734,2026-07-04,Delhi_WH01,Chennai,Lucknow,DHL,Bike,5.17,1778,3342.44,Delivered,False
SHP003304,ORD103304,CUST3407,2026-07-04,Delhi_WH01,Delhi,Ahmedabad,Blue Dart,Van,34.54,101,676.28,Delivered,False
SHP003305,ORD103305,CUST1196,2026-07-04,Bengaluru_WH03,Jaipur,Delhi,Delhivery,Bike,6.45,2255,4216.4,Delivered,False
SHP003306,ORD103306,CUST6323,2026-07-04,Chennai_WH05,Kolkata,Pune,FedEx,Bike,39.63,1933,4034.96,Delivered,False
SHP003307,ORD103307,CUST5865,2026-07-04,Bengaluru_WH03,Ahmedabad,Delhi,DHL,Van,42.99,1350,3025.88,Delivered,False
SHP003308,ORD103308,CUST7546,2026-07-04,Chennai_WH05,Ahmedabad,Delhi,DHL,Bike,26.04,973,2143.88,Delayed,True
SHP003309,ORD103309,CUST5913,2026-07-04,Delhi_WH01,Mumbai,Pune,FedEx,Van,45.27,704,1890.44,In Transit,True
SHP003310,ORD103310,CUST5197,2026-07-04,Hyderabad_WH04,Hyderabad,Delhi,DHL,Bike,31.2,2341,4668.2,Delivered,False
SHP003311,ORD103311,CUST8739,2026-07-04,Delhi_WH01,Jaipur,Mumbai,DHL,Bike,14.37,2431,4628.24,Delayed,True
SHP003312,ORD103312,CUST3674,2026-07-04,Hyderabad_WH04,Bengaluru,Mumbai,DHL,Mini Truck,21.35,2062,4047.8,In Transit,True
SHP003313,ORD103313,CUST5710,2026-07-04,Chennai_WH05,Pune,Kolkata,Delhivery,Bike,13.69,114,449.48,Delivered,False
SHP003314,ORD103314,CUST8449,2026-07-04,Hyderabad_WH04,Lucknow,Chennai,Ecom Express,Truck,31.82,1289,2782.04,Delivered,False
SHP003315,ORD103315,CUST9270,2026-07-04,Mumbai_WH02,Chennai,Ahmedabad,Ecom Express,Van,45.38,143,881.96,Delivered,False
SHP003316,ORD103316,CUST4500,2026-07-04,Mumbai_WH02,Ahmedabad,Hyderabad,FedEx,Truck,20.71,1846,3651.32,Delivered,False
SHP003317,ORD103317,CUST8721,2026-07-04,Delhi_WH01,Mumbai,Hyderabad,FedEx,Mini Truck,39.91,2003,4164.32,Delivered,False
SHP003318,ORD103318,CUST4741,2026-07-04,Hyderabad_WH04,Lucknow,Chennai,Blue Dart,Bike,40.43,1728,3675.56,Delivered,False
SHP003319,ORD103319,CUST8095,2026-07-04,Mumbai_WH02,Ahmedabad,Hyderabad,FedEx,Mini Truck,29.1,1730,3543.2,Cancelled,True
SHP003320,ORD103320,CUST8703,2026-07-04,Bengaluru_WH03,Hyderabad,Pune,Ecom Express,Van,19.72,2095,4087.64,Delivered,False
SHP003321,ORD103321,CUST1692,2026-07-04,Hyderabad_WH04,Chennai,Ahmedabad,Ecom Express,Truck,18.26,1529,3051.32,Delivered,False
SHP003322,ORD103322,CUST9652,2026-07-04,Delhi_WH01,Bengaluru,Lucknow,DHL,Van,46.35,1440,3228.2,Delivered,False
SHP003323,ORD103323,CUST1433,2026-07-04,Chennai_WH05,Bengaluru,Chennai,Ecom Express,Van,28.67,515,1351.04,In Transit,True
SHP003324,ORD103324,CUST6866,2026-07-04,Mumbai_WH02,Chennai,Kolkata,Blue Dart,Mini Truck,45.0,2336,4824.8,Delivered,False
SHP003325,ORD103325,CUST7159,2026-07-04,Hyderabad_WH04,Lucknow,Kolkata,Ecom Express,Truck,28.59,928,2093.48,In Transit,True
SHP003326,ORD103326,CUST9998,2026-07-04,Mumbai_WH02,Pune,Chennai,Blue Dart,Truck,27.54,831,1906.28,In Transit,True
SHP003327,ORD103327,CUST6692,2026-07-04,Bengaluru_WH03,Lucknow,Chennai,Ecom Express,Van,3.47,1140,2173.64,Delivered,False
SHP003328,ORD103328,CUST1262,2026-07-04,Mumbai_WH02,Pune,Lucknow,Delhivery,Truck,16.65,2002,3883.4,Delivered,False
SHP003329,ORD103329,CUST4151,2026-07-04,Chennai_WH05,Hyderabad,Ahmedabad,Delhivery,Van,41.76,1173,2692.52,In Transit,True
SHP003330,ORD103330,CUST3234,2026-07-04,Mumbai_WH02,Kolkata,Jaipur,Delhivery,Bike,27.92,373,1086.44,In Transit,True
SHP003331,ORD103331,CUST3364,2026-07-04,Delhi_WH01,Bengaluru,Delhi,Delhivery,Truck,31.04,2395,4763.48,Delivered,False
SHP003332,ORD103332,CUST8806,2026-07-04,Chennai_WH05,Mumbai,Delhi,Delhivery,Bike,13.92,1387,2743.64,Delivered,False
SHP003333,ORD103333,CUST2388,2026-07-04,Mumbai_WH02,Lucknow,Jaipur,Delhivery,Truck,11.11,1249,2461.52,Delivered,False
SHP003334,ORD103334,CUST9809,2026-07-04,Bengaluru_WH03,Hyderabad,Jaipur,Blue Dart,Bike,10.65,1466,2846.6,Delivered,False
SHP003335,ORD103335,CUST4361,2026-07-04,Hyderabad_WH04,Chennai,Delhi,Ecom Express,Van,17.53,2202,4253.96,Delivered,False
SHP003336,ORD103336,CUST5113,2026-07-04,Chennai_WH05,Jaipur,Mumbai,FedEx,Truck,49.54,1947,4179.08,In Transit,True
SHP003337,ORD103337,CUST1769,2026-07-04,Delhi_WH01,Jaipur,Bengaluru,Blue Dart,Mini Truck,20.31,2147,4188.32,Delivered,False
SHP003338,ORD103338,CUST8879,2026-07-04,Mumbai_WH02,Lucknow,Kolkata,FedEx,Van,23.69,692,1609.88,Delivered,False
SHP003339,ORD103339,CUST2964,2026-07-04,Bengaluru_WH03,Kolkata,Mumbai,Ecom Express,Truck,3.95,587,1184.0,Cancelled,True
SHP003340,ORD103340,CUST9806,2026-07-04,Mumbai_WH02,Delhi,Hyderabad,DHL,Mini Truck,7.69,2398,4488.68,Delivered,False
SHP003341,ORD103341,CUST8271,2026-07-04,Bengaluru_WH03,Lucknow,Bengaluru,DHL,Bike,9.52,704,1461.44,Delivered,False
SHP003342,ORD103342,CUST2184,2026-07-04,Bengaluru_WH03,Jaipur,Delhi,FedEx,Van,2.58,723,1412.36,Delivered,False
SHP003343,ORD103343,CUST9695,2026-07-04,Delhi_WH01,Ahmedabad,Pune,FedEx,Bike,34.05,745,1829.6,In Transit,True
SHP003344,ORD103344,CUST5084,2026-07-04,Mumbai_WH02,Chennai,Jaipur,Blue Dart,Truck,24.91,675,1593.92,In Transit,True
SHP003345,ORD103345,CUST2213,2026-07-04,Mumbai_WH02,Pune,Delhi,FedEx,Bike,4.59,2147,3999.68,Delivered,False
SHP003346,ORD103346,CUST4236,2026-07-04,Delhi_WH01,Delhi,Bengaluru,Delhivery,Mini Truck,6.42,56,257.84,Delivered,False
SHP003347,ORD103347,CUST2198,2026-07-04,Hyderabad_WH04,Pune,Bengaluru,Ecom Express,Bike,6.18,1407,2686.76,Delayed,True
SHP003348,ORD103348,CUST6704,2026-07-04,Mumbai_WH02,Delhi,Mumbai,Blue Dart,Van,3.16,315,684.92,In Transit,True
SHP003349,ORD103349,CUST9507,2026-07-04,Hyderabad_WH04,Chennai,Lucknow,Delhivery,Bike,8.3,105,368.6,Delivered,False
SHP003350,ORD103350,CUST6065,2026-07-04,Chennai_WH05,Ahmedabad,Delhi,Delhivery,Bike,17.19,619,1400.48,In Transit,True
SHP003351,ORD103351,CUST2894,2026-07-04,Hyderabad_WH04,Chennai,Lucknow,Ecom Express,Bike,24.49,513,1297.28,Delivered,False
SHP003352,ORD103352,CUST2597,2026-07-04,Mumbai_WH02,Kolkata,Lucknow,Blue Dart,Van,47.28,877,2225.96,Delivered,False
SHP003353,ORD103353,CUST5674,2026-07-04,Chennai_WH05,Delhi,Bengaluru,Ecom Express,Mini Truck,21.43,638,1485.56,Delivered,False
SHP003354,ORD103354,CUST7858,2026-07-04,Bengaluru_WH03,Ahmedabad,Lucknow,FedEx,Bike,17.66,2416,4640.72,In Transit,True
SHP003355,ORD103355,CUST2285,2026-07-04,Mumbai_WH02,Hyderabad,Ahmedabad,Blue Dart,Bike,37.09,685,1758.08,Delivered,False
SHP003356,ORD103356,CUST7116,2026-07-04,Bengaluru_WH03,Mumbai,Delhi,DHL,Bike,43.97,141,861.44,Delivered,False
SHP003357,ORD103357,CUST5465,2026-07-04,Bengaluru_WH03,Jaipur,Delhi,Delhivery,Mini Truck,7.42,1928,3639.44,Delivered,False
SHP003358,ORD103358,CUST5445,2026-07-04,Delhi_WH01,Hyderabad,Pune,Delhivery,Mini Truck,26.21,1883,3783.92,Delivered,False
SHP003359,ORD103359,CUST4651,2026-07-04,Delhi_WH01,Chennai,Kolkata,Delhivery,Van,29.07,2283,4538.24,Delivered,False
SHP003360,ORD103360,CUST9237,2026-07-04,Delhi_WH01,Bengaluru,Mumbai,Delhivery,Mini Truck,26.25,2144,4254.2,Delivered,False
SHP003361,ORD103361,CUST2069,2026-07-04,Bengaluru_WH03,Delhi,Ahmedabad,Ecom Express,Truck,46.08,2323,4814.36,Delivered,False
SHP003362,ORD103362,CUST3043,2026-07-04,Chennai_WH05,Chennai,Jaipur,FedEx,Van,15.03,2354,4497.56,Delivered,False
SHP003363,ORD103363,CUST8035,2026-07-04,Delhi_WH01,Bengaluru,Ahmedabad,Delhivery,Van,30.74,1932,3926.48,Delivered,False
SHP003364,ORD103364,CUST4865,2026-07-04,Delhi_WH01,Bengaluru,Hyderabad,DHL,Truck,40.0,2032,4217.6,Delivered,False
SHP003365,ORD103365,CUST7048,2026-07-04,Delhi_WH01,Jaipur,Mumbai,FedEx,Bike,2.21,2276,4203.32,Delivered,False
SHP003366,ORD103366,CUST8458,2026-07-04,Chennai_WH05,Bengaluru,Pune,Blue Dart,Bike,35.33,255,962.96,Delivered,False
