shipment_id,order_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP004206,ORD104206,2026-07-05,Delhi_WH01,Kolkata,Pune,DHL,Bike,38.7,374,1217.6,In Transit
SHP004207,ORD104207,2026-07-05,Mumbai_WH02,Bengaluru,Ahmedabad,FedEx,Van,10.57,157,489.44,Delivered
SHP004208,ORD104208,2026-07-05,Hyderabad_WH04,Ahmedabad,Jaipur,Ecom Express,Bike,47.19,1102,2629.88,In Transit
SHP004209,ORD104209,2026-07-05,Chennai_WH05,Hyderabad,Ahmedabad,Ecom Express,Mini Truck,40.75,812,2030.6,Delivered
SHP004210,ORD104210,2026-07-05,Delhi_WH01,Pune,Lucknow,FedEx,Van,5.68,100,328.16,In Transit
SHP004211,ORD104211,2026-07-05,Hyderabad_WH04,Jaipur,Hyderabad,FedEx,Mini Truck,40.07,1363,3014.24,Delivered
SHP004212,ORD104212,2026-07-05,Hyderabad_WH04,Delhi,Ahmedabad,FedEx,Mini Truck,24.27,1447,2975.84,Delivered
SHP004213,ORD104213,2026-07-05,Chennai_WH05,Hyderabad,Jaipur,Blue Dart,Bike,42.98,218,988.16,Returned
SHP004214,ORD104214,2026-07-05,Hyderabad_WH04,Ahmedabad,Chennai,Delhivery,Van,48.51,611,1761.92,Delivered
SHP004215,ORD104215,2026-07-05,Delhi_WH01,Delhi,Pune,DHL,Truck,33.53,1715,3569.36,In Transit
SHP004216,ORD104216,2026-07-05,Mumbai_WH02,Delhi,Chennai,Delhivery,Van,18.72,2449,4712.84,In Transit
SHP004217,ORD104217,2026-07-05,Chennai_WH05,Pune,Ahmedabad,Blue Dart,Truck,36.14,903,2139.08,In Transit
SHP004218,ORD104218,2026-07-05,Mumbai_WH02,Chennai,Kolkata,Delhivery,Mini Truck,17.61,2461,4721.12,In Transit
SHP004219,ORD104219,2026-07-05,Hyderabad_WH04,Kolkata,Pune,FedEx,Van,27.4,195,759.8,In Transit
SHP004220,ORD104220,2026-07-05,Delhi_WH01,Pune,Lucknow,Blue Dart,Bike,13.82,2452,4659.44,Delivered
SHP004221,ORD104221,2026-07-05,Mumbai_WH02,Hyderabad,Jaipur,DHL,Mini Truck,9.48,2201,4155.56,Delivered
SHP004222,ORD104222,2026-07-05,Chennai_WH05,Lucknow,Ahmedabad,Blue Dart,Bike,10.57,2261,4276.64,Delivered
SHP004223,ORD104223,2026-07-05,Bengaluru_WH03,Bengaluru,Chennai,Ecom Express,Mini Truck,0.94,1042,1966.88,Delivered
SHP004224,ORD104224,2026-07-05,Bengaluru_WH03,Chennai,Lucknow,Ecom Express,Mini Truck,42.84,2144,4453.28,Delayed
SHP004225,ORD104225,2026-07-05,Delhi_WH01,Hyderabad,Mumbai,DHL,Bike,11.55,65,335.6,Delivered
SHP004226,ORD104226,2026-07-05,Hyderabad_WH04,Delhi,Bengaluru,DHL,Mini Truck,34.8,1930,3971.6,Delivered
SHP004227,ORD104227,2026-07-05,Hyderabad_WH04,Ahmedabad,Hyderabad,Ecom Express,Bike,31.49,1630,3391.88,In Transit
SHP004228,ORD104228,2026-07-05,Chennai_WH05,Jaipur,Lucknow,DHL,Bike,38.22,1866,3897.44,Delivered
SHP004229,ORD104229,2026-07-05,Hyderabad_WH04,Pune,Lucknow,FedEx,Van,20.0,1319,2694.2,Delivered
SHP004230,ORD104230,2026-07-05,Chennai_WH05,Delhi,Mumbai,FedEx,Bike,1.28,1090,2057.36,In Transit
SHP004231,ORD104231,2026-07-05,Hyderabad_WH04,Hyderabad,Lucknow,FedEx,Van,22.07,2451,4756.64,Delivered
SHP004232,ORD104232,2026-07-05,Delhi_WH01,Lucknow,Mumbai,Ecom Express,Truck,43.9,1061,2516.6,In Transit
SHP004233,ORD104233,2026-07-05,Hyderabad_WH04,Lucknow,Mumbai,FedEx,Van,3.68,1793,3351.56,In Transit
SHP004234,ORD104234,2026-07-05,Delhi_WH01,Ahmedabad,Mumbai,Blue Dart,Bike,48.96,860,2215.52,Delivered
SHP004235,ORD104235,2026-07-05,Bengaluru_WH03,Hyderabad,Kolkata,Delhivery,Van,18.7,640,1456.4,In Transit
SHP004236,ORD104236,2026-07-05,Chennai_WH05,Pune,Chennai,FedEx,Bike,47.12,2462,5077.04,Delivered
SHP004237,ORD104237,2026-07-05,Delhi_WH01,Mumbai,Pune,Delhivery,Mini Truck,23.06,1666,3355.52,Delivered
SHP004238,ORD104238,2026-07-05,Chennai_WH05,Hyderabad,Lucknow,DHL,Van,27.97,1173,2527.04,In Transit
SHP004239,ORD104239,2026-07-05,Chennai_WH05,Bengaluru,Mumbai,DHL,Mini Truck,43.73,1196,2757.56,Delivered
SHP004240,ORD104240,2026-07-05,Bengaluru_WH03,Mumbai,Jaipur,Delhivery,Bike,34.55,1263,2768.0,Returned
SHP004241,ORD104241,2026-07-05,Delhi_WH01,Kolkata,Chennai,DHL,Truck,33.08,1234,2698.16,Delivered
SHP004242,ORD104242,2026-07-05,Delhi_WH01,Jaipur,Hyderabad,Blue Dart,Truck,47.13,1296,2978.36,Delivered
SHP004243,ORD104243,2026-07-05,Bengaluru_WH03,Hyderabad,Kolkata,DHL,Van,32.04,795,1895.48,In Transit
SHP004244,ORD104244,2026-07-05,Chennai_WH05,Hyderabad,Pune,Blue Dart,Truck,42.82,1600,3473.84,In Transit
SHP004245,ORD104245,2026-07-05,Mumbai_WH02,Bengaluru,Pune,Blue Dart,Mini Truck,43.08,1285,2909.96,Delivered
SHP004246,ORD104246,2026-07-05,Chennai_WH05,Delhi,Jaipur,Delhivery,Mini Truck,2.57,1019,1945.04,Cancelled
SHP004247,ORD104247,2026-07-05,Bengaluru_WH03,Kolkata,Lucknow,Blue Dart,Bike,0.5,1638,3034.4,Delivered
SHP004248,ORD104248,2026-07-05,Hyderabad_WH04,Ahmedabad,Kolkata,Blue Dart,Van,46.62,638,1787.84,Delivered
SHP004249,ORD104249,2026-07-05,Delhi_WH01,Kolkata,Ahmedabad,FedEx,Mini Truck,8.66,2029,3836.12,Delivered
SHP004250,ORD104250,2026-07-05,Delhi_WH01,Bengaluru,Jaipur,Delhivery,Truck,43.05,1318,2969.0,Delivered
SHP004251,ORD104251,2026-07-05,Hyderabad_WH04,Delhi,Pune,FedEx,Mini Truck,33.14,1351,2909.48,Delivered
SHP004252,ORD104252,2026-07-05,Hyderabad_WH04,Ahmedabad,Kolkata,Blue Dart,Mini Truck,48.79,168,967.88,Delivered
SHP004253,ORD104253,2026-07-05,Mumbai_WH02,Ahmedabad,Lucknow,Delhivery,Van,7.05,947,1869.2,Delivered
SHP004254,ORD104254,2026-07-05,Chennai_WH05,Pune,Chennai,FedEx,Van,47.36,1282,2955.92,Delivered
SHP004255,ORD104255,2026-07-05,Chennai_WH05,Kolkata,Hyderabad,Delhivery,Van,11.76,1306,2571.92,In Transit
SHP004256,ORD104256,2026-07-05,Delhi_WH01,Chennai,Jaipur,Blue Dart,Bike,21.55,1718,3431.0,Delivered
SHP004257,ORD104257,2026-07-05,Chennai_WH05,Jaipur,Bengaluru,Blue Dart,Truck,2.75,1507,2825.6,Delivered
SHP004258,ORD104258,2026-07-05,Chennai_WH05,Chennai,Ahmedabad,FedEx,Truck,29.16,1196,2582.72,Delivered
SHP004259,ORD104259,2026-07-05,Mumbai_WH02,Kolkata,Mumbai,Blue Dart,Mini Truck,14.2,258,714.8,Delivered
SHP004260,ORD104260,2026-07-05,Mumbai_WH02,Lucknow,Ahmedabad,Ecom Express,Bike,37.9,214,920.0,Delivered
SHP004261,ORD104261,2026-07-05,Hyderabad_WH04,Ahmedabad,Chennai,FedEx,Bike,37.26,1876,3903.92,Delivered
SHP004262,ORD104262,2026-07-05,Mumbai_WH02,Hyderabad,Kolkata,DHL,Van,47.97,248,1102.04,Delivered
SHP004263,ORD104263,2026-07-05,Hyderabad_WH04,Lucknow,Mumbai,Ecom Express,Truck,45.02,1790,3842.24,Delivered
SHP004264,ORD104264,2026-07-05,Hyderabad_WH04,Kolkata,Jaipur,DHL,Mini Truck,35.98,322,1091.36,Delivered
SHP004265,ORD104265,2026-07-05,Chennai_WH05,Hyderabad,Delhi,Ecom Express,Mini Truck,30.33,2108,4238.36,Delivered
SHP004266,ORD104266,2026-07-05,Mumbai_WH02,Lucknow,Delhi,Blue Dart,Truck,24.01,1576,3204.92,Returned
SHP004267,ORD104267,2026-07-05,Delhi_WH01,Ahmedabad,Chennai,Blue Dart,Mini Truck,27.35,2124,4231.4,Delivered
SHP004268,ORD104268,2026-07-05,Chennai_WH05,Kolkata,Lucknow,DHL,Mini Truck,1.69,622,1219.88,Delivered
SHP004269,ORD104269,2026-07-05,Bengaluru_WH03,Lucknow,Pune,FedEx,Van,7.9,194,524.0,Delivered
SHP004270,ORD104270,2026-07-05,Hyderabad_WH04,Delhi,Kolkata,Delhivery,Truck,42.37,989,2368.64,Delivered
SHP004271,ORD104271,2026-07-05,Mumbai_WH02,Lucknow,Pune,DHL,Mini Truck,30.78,64,564.56,Delivered
SHP004272,ORD104272,2026-07-05,Hyderabad_WH04,Kolkata,Chennai,Blue Dart,Truck,5.65,497,1042.4,Delivered
SHP004273,ORD104273,2026-07-05,Bengaluru_WH03,Ahmedabad,Jaipur,FedEx,Mini Truck,19.56,58,419.12,Delivered
SHP004274,ORD104274,2026-07-05,Bengaluru_WH03,Bengaluru,Pune,FedEx,Truck,43.97,1951,4119.44,Delivered
SHP004275,ORD104275,2026-07-05,Chennai_WH05,Bengaluru,Pune,DHL,Bike,20.3,1322,2703.2,Delivered
SHP004276,ORD104276,2026-07-05,Bengaluru_WH03,Jaipur,Ahmedabad,DHL,Truck,43.7,219,998.6,Delivered
SHP004277,ORD104277,2026-07-05,Chennai_WH05,Mumbai,Kolkata,Delhivery,Bike,4.13,186,464.36,Delivered
SHP004278,ORD104278,2026-07-05,Delhi_WH01,Bengaluru,Hyderabad,FedEx,Truck,23.25,477,1217.6,Delivered
SHP004279,ORD104279,2026-07-05,Delhi_WH01,Chennai,Hyderabad,DHL,Truck,14.03,2423,4609.76,Delivered
SHP004280,ORD104280,2026-07-05,Delhi_WH01,Pune,Mumbai,Blue Dart,Bike,15.24,2454,4680.08,Delivered
SHP004281,ORD104281,2026-07-05,Hyderabad_WH04,Mumbai,Chennai,Blue Dart,Bike,25.0,1880,3764.0,Delayed
SHP004282,ORD104282,2026-07-05,Hyderabad_WH04,Chennai,Hyderabad,Ecom Express,Truck,2.41,577,1147.52,Delivered
SHP004283,ORD104283,2026-07-05,Delhi_WH01,Jaipur,Lucknow,Blue Dart,Bike,5.08,1951,3652.76,In Transit
SHP004284,ORD104284,2026-07-05,Bengaluru_WH03,Mumbai,Jaipur,Delhivery,Bike,18.34,1491,2983.88,In Transit
SHP004285,ORD104285,2026-07-05,Chennai_WH05,Lucknow,Chennai,Delhivery,Mini Truck,29.19,184,761.48,Delivered
SHP004286,ORD104286,2026-07-05,Chennai_WH05,Chennai,Lucknow,Delhivery,Bike,39.95,1773,3750.8,Delivered
SHP004287,ORD104287,2026-07-05,Mumbai_WH02,Bengaluru,Kolkata,Ecom Express,Bike,0.63,1136,2132.36,In Transit
SHP004288,ORD104288,2026-07-05,Chennai_WH05,Hyderabad,Jaipur,FedEx,Truck,19.0,745,1649.0,Delivered
SHP004289,ORD104289,2026-07-05,Mumbai_WH02,Mumbai,Ahmedabad,FedEx,Bike,36.66,381,1205.72,Delivered
SHP004290,ORD104290,2026-07-05,Hyderabad_WH04,Lucknow,Kolkata,DHL,Van,39.39,649,1720.88,In Transit
SHP004291,ORD104291,2026-07-05,Chennai_WH05,Kolkata,Hyderabad,Blue Dart,Bike,19.23,1609,3206.96,Cancelled
SHP004292,ORD104292,2026-07-05,Bengaluru_WH03,Hyderabad,Pune,Delhivery,Truck,3.82,253,581.24,Cancelled
SHP004293,ORD104293,2026-07-05,Mumbai_WH02,Delhi,Ahmedabad,FedEx,Bike,24.55,2405,4703.6,Delivered
SHP004294,ORD104294,2026-07-05,Chennai_WH05,Bengaluru,Mumbai,Ecom Express,Bike,22.44,542,1324.88,Delivered
SHP004295,ORD104295,2026-07-05,Chennai_WH05,Delhi,Pune,FedEx,Mini Truck,7.88,1727,3283.16,Delivered
SHP004296,ORD104296,2026-07-05,Bengaluru_WH03,Jaipur,Hyderabad,Blue Dart,Mini Truck,22.29,525,1292.48,Delivered
SHP004297,ORD104297,2026-07-05,Mumbai_WH02,Lucknow,Chennai,Blue Dart,Van,1.39,459,922.88,Delivered
SHP004298,ORD104298,2026-07-05,Delhi_WH01,Ahmedabad,Bengaluru,Ecom Express,Bike,10.92,1346,2633.84,Delivered
SHP004299,ORD104299,2026-07-05,Delhi_WH01,Bengaluru,Ahmedabad,Ecom Express,Van,29.31,1708,3506.12,Delivered
SHP004300,ORD104300,2026-07-05,Delhi_WH01,Chennai,Pune,FedEx,Truck,37.58,2298,4667.36,In Transit
SHP004301,ORD104301,2026-07-05,Hyderabad_WH04,Ahmedabad,Mumbai,Ecom Express,Van,45.55,1853,3962.0,Delivered
SHP004302,ORD104302,2026-07-05,Chennai_WH05,Ahmedabad,Delhi,Blue Dart,Bike,48.24,2381,4944.68,Delivered
SHP004303,ORD104303,2026-07-05,Delhi_WH01,Mumbai,Lucknow,FedEx,Mini Truck,6.34,2420,4512.08,Delivered
SHP004304,ORD104304,2026-07-05,Delhi_WH01,Mumbai,Chennai,Delhivery,Bike,45.21,2019,4256.72,Delivered
SHP004305,ORD104305,2026-07-05,Hyderabad_WH04,Delhi,Mumbai,FedEx,Mini Truck,46.93,2037,4309.76,Delivered
SHP004306,ORD104306,2026-07-05,Chennai_WH05,Hyderabad,Lucknow,FedEx,Mini Truck,1.33,1098,2072.36,Delivered
SHP004307,ORD104307,2026-07-05,Chennai_WH05,Jaipur,Bengaluru,FedEx,Truck,4.0,1168,2230.4,Delivered
SHP004308,ORD104308,2026-07-05,Chennai_WH05,Bengaluru,Kolkata,Blue Dart,Truck,21.5,1494,3027.2,Delivered
SHP004309,ORD104309,2026-07-05,Chennai_WH05,Chennai,Hyderabad,DHL,Van,20.42,2271,4412.84,In Transit
SHP004310,ORD104310,2026-07-05,Delhi_WH01,Lucknow,Chennai,FedEx,Bike,23.0,806,1806.8,Delivered
SHP004311,ORD104311,2026-07-05,Delhi_WH01,Hyderabad,Pune,FedEx,Truck,28.39,2054,4117.88,In Transit
SHP004312,ORD104312,2026-07-05,Chennai_WH05,Pune,Kolkata,Blue Dart,Van,24.09,1099,2347.28,Delivered
SHP004313,ORD104313,2026-07-05,Hyderabad_WH04,Ahmedabad,Hyderabad,DHL,Van,44.27,2186,4546.04,Delivered
SHP004314,ORD104314,2026-07-05,Delhi_WH01,Mumbai,Jaipur,Delhivery,Van,36.61,1411,3059.12,Delivered
SHP004315,ORD104315,2026-07-05,Mumbai_WH02,Jaipur,Hyderabad,Blue Dart,Bike,41.97,1919,4037.84,Delivered
SHP004316,ORD104316,2026-07-05,Hyderabad_WH04,Jaipur,Delhi,Blue Dart,Mini Truck,35.81,1013,2333.12,Delayed
SHP004317,ORD104317,2026-07-05,Bengaluru_WH03,Kolkata,Bengaluru,Delhivery,Van,6.57,1751,3310.64,Delivered
SHP004318,ORD104318,2026-07-05,Hyderabad_WH04,Bengaluru,Jaipur,FedEx,Truck,22.26,2256,4407.92,Delivered
SHP004319,ORD104319,2026-07-05,Mumbai_WH02,Pune,Hyderabad,Delhivery,Van,2.51,2288,4228.52,In Transit
SHP004320,ORD104320,2026-07-05,Delhi_WH01,Pune,Chennai,DHL,Bike,47.23,1554,3443.96,Delivered
SHP004321,ORD104321,2026-07-05,Bengaluru_WH03,Delhi,Chennai,Blue Dart,Mini Truck,15.78,2404,4596.56,Delivered
SHP004322,ORD104322,2026-07-05,Hyderabad_WH04,Mumbai,Delhi,DHL,Mini Truck,22.3,922,2007.2,In Transit
SHP004323,ORD104323,2026-07-05,Chennai_WH05,Ahmedabad,Kolkata,Blue Dart,Van,19.3,2107,4104.2,In Transit
SHP004324,ORD104324,2026-07-05,Mumbai_WH02,Lucknow,Hyderabad,DHL,Bike,9.15,784,1601.0,Delivered
SHP004325,ORD104325,2026-07-05,Mumbai_WH02,Pune,Chennai,FedEx,Truck,20.94,1385,2824.28,In Transit
SHP004326,ORD104326,2026-07-05,Mumbai_WH02,Kolkata,Jaipur,FedEx,Van,12.07,2445,4625.84,In Transit
SHP004327,ORD104327,2026-07-05,Mumbai_WH02,Kolkata,Lucknow,Ecom Express,Van,15.83,1461,2899.76,Delivered
SHP004328,ORD104328,2026-07-05,Bengaluru_WH03,Mumbai,Kolkata,Delhivery,Van,23.14,1214,2542.88,Delivered
SHP004329,ORD104329,2026-07-05,Hyderabad_WH04,Ahmedabad,Bengaluru,Delhivery,Truck,29.62,884,2026.64,In Transit
SHP004330,ORD104330,2026-07-05,Mumbai_WH02,Ahmedabad,Jaipur,FedEx,Truck,45.26,2171,4530.92,Delivered
SHP004331,ORD104331,2026-07-05,Mumbai_WH02,Pune,Hyderabad,DHL,Van,22.95,333,954.8,Delivered
SHP004332,ORD104332,2026-07-05,Bengaluru_WH03,Mumbai,Bengaluru,Ecom Express,Bike,9.54,887,1791.08,Delivered
SHP004333,ORD104333,2026-07-05,Mumbai_WH02,Ahmedabad,Lucknow,FedEx,Bike,20.94,1213,2514.68,In Transit
SHP004334,ORD104334,2026-07-05,Bengaluru_WH03,Mumbai,Lucknow,Blue Dart,Van,9.34,2492,4677.68,Delivered
SHP004335,ORD104335,2026-07-05,Hyderabad_WH04,Kolkata,Chennai,FedEx,Bike,40.8,1710,3647.6,Delivered
SHP004336,ORD104336,2026-07-05,Hyderabad_WH04,Lucknow,Delhi,Delhivery,Van,43.66,189,944.12,Delivered
SHP004337,ORD104337,2026-07-05,Delhi_WH01,Ahmedabad,Chennai,Ecom Express,Van,8.04,607,1269.08,Delivered
SHP004338,ORD104338,2026-07-05,Bengaluru_WH03,Ahmedabad,Hyderabad,DHL,Van,31.37,1234,2677.64,Delivered
SHP004339,ORD104339,2026-07-05,Delhi_WH01,Jaipur,Mumbai,DHL,Bike,3.54,1623,3043.88,Delivered
SHP004340,ORD104340,2026-07-05,Bengaluru_WH03,Mumbai,Chennai,DHL,Mini Truck,8.75,1477,2843.6,Returned
SHP004341,ORD104341,2026-07-05,Hyderabad_WH04,Pune,Bengaluru,Blue Dart,Bike,24.33,1690,3413.96,Delivered
SHP004342,ORD104342,2026-07-05,Chennai_WH05,Ahmedabad,Mumbai,Ecom Express,Mini Truck,27.54,1797,3645.08,Delivered
SHP004343,ORD104343,2026-07-05,Hyderabad_WH04,Hyderabad,Bengaluru,Delhivery,Truck,42.71,2488,5070.92,Delivered
SHP004344,ORD104344,2026-07-05,Mumbai_WH02,Kolkata,Bengaluru,DHL,Van,39.91,1126,2585.72,Delivered
SHP004345,ORD104345,2026-07-05,Chennai_WH05,Hyderabad,Kolkata,FedEx,Mini Truck,28.17,239,848.24,Delivered
SHP004346,ORD104346,2026-07-05,Delhi_WH01,Jaipur,Chennai,DHL,Van,48.87,263,1139.84,Delivered
SHP004347,ORD104347,2026-07-05,Delhi_WH01,Kolkata,Bengaluru,DHL,Bike,36.26,326,1101.92,Delivered
SHP004348,ORD104348,2026-07-05,Mumbai_WH02,Kolkata,Chennai,Blue Dart,Truck,27.95,683,1644.8,Delivered
SHP004349,ORD104349,2026-07-05,Hyderabad_WH04,Chennai,Pune,FedEx,Mini Truck,32.75,180,797.0,Delivered
SHP004350,ORD104350,2026-07-05,Bengaluru_WH03,Lucknow,Delhi,Ecom Express,Bike,40.97,611,1671.44,Delivered
SHP004351,ORD104351,2026-07-05,Hyderabad_WH04,Pune,Delhi,DHL,Bike,31.68,1379,2942.36,Delivered
SHP004352,ORD104352,2026-07-05,Bengaluru_WH03,Bengaluru,Kolkata,DHL,Van,34.59,1964,4030.28,In Transit
SHP004353,ORD104353,2026-07-05,Hyderabad_WH04,Pune,Kolkata,DHL,Truck,34.07,1594,3358.04,Delivered
SHP004354,ORD104354,2026-07-05,Mumbai_WH02,Mumbai,Pune,DHL,Bike,25.08,226,787.76,Delivered
SHP004355,ORD104355,2026-07-05,Mumbai_WH02,Ahmedabad,Jaipur,FedEx,Mini Truck,2.27,1922,3566.84,Delivered
SHP004356,ORD104356,2026-07-05,Hyderabad_WH04,Kolkata,Mumbai,Blue Dart,Bike,6.08,1749,3301.16,Delivered
SHP004357,ORD104357,2026-07-05,Mumbai_WH02,Hyderabad,Lucknow,FedEx,Van,10.29,2432,4581.08,Delivered
SHP004358,ORD104358,2026-07-05,Chennai_WH05,Mumbai,Pune,Ecom Express,Truck,11.36,181,542.12,In Transit
SHP004359,ORD104359,2026-07-05,Chennai_WH05,Mumbai,Bengaluru,Blue Dart,Mini Truck,9.26,1071,2118.92,Delivered
SHP004360,ORD104360,2026-07-05,Delhi_WH01,Bengaluru,Pune,DHL,Mini Truck,33.42,1021,2318.84,In Transit
SHP004361,ORD104361,2026-07-05,Hyderabad_WH04,Pune,Mumbai,DHL,Mini Truck,43.37,1783,3809.84,In Transit
SHP004362,ORD104362,2026-07-05,Bengaluru_WH03,Lucknow,Ahmedabad,Delhivery,Van,36.43,977,2275.76,Delivered
SHP004363,ORD104363,2026-07-05,Hyderabad_WH04,Pune,Chennai,FedEx,Mini Truck,19.76,2057,4019.72,Delayed
SHP004364,ORD104364,2026-07-05,Hyderabad_WH04,Mumbai,Bengaluru,Ecom Express,Mini Truck,14.57,2022,3894.44,Delivered
SHP004365,ORD104365,2026-07-05,Bengaluru_WH03,Hyderabad,Pune,Blue Dart,Mini Truck,38.67,1898,3960.44,Delivered
SHP004366,ORD104366,2026-07-05,Hyderabad_WH04,Pune,Kolkata,FedEx,Van,29.98,497,1334.36,Delivered
SHP004367,ORD104367,2026-07-05,Hyderabad_WH04,Ahmedabad,Chennai,DHL,Bike,14.97,1909,3695.84,In Transit
SHP004368,ORD104368,2026-07-05,Delhi_WH01,Pune,Bengaluru,Delhivery,Truck,24.05,1437,2955.2,Cancelled
SHP004369,ORD104369,2026-07-05,Chennai_WH05,Hyderabad,Delhi,Ecom Express,Bike,8.6,752,1536.8,In Transit
SHP004370,ORD104370,2026-07-05,Hyderabad_WH04,Jaipur,Lucknow,Ecom Express,Truck,11.08,391,916.76,Delivered
SHP004371,ORD104371,2026-07-05,Mumbai_WH02,Ahmedabad,Delhi,Delhivery,Van,45.0,1078,2560.4,Delivered
SHP004372,ORD104372,2026-07-05,Bengaluru_WH03,Chennai,Bengaluru,Ecom Express,Van,27.66,1479,3074.12,Delivered
SHP004373,ORD104373,2026-07-05,Bengaluru_WH03,Chennai,Kolkata,Delhivery,Bike,24.67,2036,4040.84,In Transit
SHP004374,ORD104374,2026-07-05,Bengaluru_WH03,Delhi,Ahmedabad,DHL,Truck,38.1,1026,2384.0,In Transit
SHP004375,ORD104375,2026-07-05,Mumbai_WH02,Chennai,Ahmedabad,Ecom Express,Truck,46.6,475,1494.2,Delivered
SHP004376,ORD104376,2026-07-05,Bengaluru_WH03,Bengaluru,Delhi,Delhivery,Bike,45.48,1374,3098.96,In Transit
SHP004377,ORD104377,2026-07-05,Mumbai_WH02,Jaipur,Lucknow,Ecom Express,Mini Truck,41.7,2292,4706.0,Delivered
SHP004378,ORD104378,2026-07-05,Chennai_WH05,Bengaluru,Chennai,DHL,Van,34.44,947,2197.88,Delivered
SHP004379,ORD104379,2026-07-05,Hyderabad_WH04,Jaipur,Pune,Delhivery,Truck,4.44,1337,2539.88,In Transit
SHP004380,ORD104380,2026-07-05,Chennai_WH05,Delhi,Lucknow,Blue Dart,Mini Truck,44.63,2112,4417.16,Delivered
SHP004381,ORD104381,2026-07-05,Hyderabad_WH04,Jaipur,Pune,Delhivery,Van,8.29,2273,4270.88,In Transit
SHP004382,ORD104382,2026-07-05,Bengaluru_WH03,Ahmedabad,Pune,FedEx,Bike,26.45,106,588.2,Delivered
SHP004383,ORD104383,2026-07-05,Hyderabad_WH04,Chennai,Lucknow,Ecom Express,Van,15.67,1920,3724.04,Returned
SHP004384,ORD104384,2026-07-05,Delhi_WH01,Mumbai,Ahmedabad,Ecom Express,Truck,29.06,666,1627.52,Delivered
SHP004385,ORD104385,2026-07-05,Hyderabad_WH04,Jaipur,Delhi,Delhivery,Mini Truck,24.19,433,1149.68,Delivered
SHP004386,ORD104386,2026-07-05,Chennai_WH05,Jaipur,Hyderabad,Blue Dart,Bike,12.26,1288,2545.52,In Transit
SHP004387,ORD104387,2026-07-05,Chennai_WH05,Ahmedabad,Hyderabad,Blue Dart,Mini Truck,2.39,842,1624.28,Delivered
SHP004388,ORD104388,2026-07-05,Delhi_WH01,Hyderabad,Kolkata,Ecom Express,Bike,17.73,622,1412.36,Delayed
SHP004389,ORD104389,2026-07-05,Delhi_WH01,Kolkata,Pune,Delhivery,Bike,45.91,902,2254.52,Delivered
SHP004390,ORD104390,2026-07-05,Bengaluru_WH03,Hyderabad,Lucknow,Blue Dart,Truck,23.95,762,1739.0,Delivered
SHP004391,ORD104391,2026-07-05,Hyderabad_WH04,Pune,Lucknow,Ecom Express,Van,49.41,993,2460.32,In Transit
SHP004392,ORD104392,2026-07-05,Chennai_WH05,Bengaluru,Lucknow,DHL,Mini Truck,18.88,284,817.76,Delivered
SHP004393,ORD104393,2026-07-05,Mumbai_WH02,Chennai,Jaipur,Delhivery,Van,32.02,134,705.44,Delivered
SHP004394,ORD104394,2026-07-05,Bengaluru_WH03,Delhi,Bengaluru,Blue Dart,Van,19.82,178,638.24,Delivered
SHP004395,ORD104395,2026-07-05,Chennai_WH05,Lucknow,Hyderabad,Ecom Express,Van,21.18,2264,4409.36,In Transit
SHP004396,ORD104396,2026-07-05,Delhi_WH01,Jaipur,Ahmedabad,FedEx,Van,36.11,1996,4106.12,In Transit
SHP004397,ORD104397,2026-07-05,Hyderabad_WH04,Pune,Hyderabad,FedEx,Bike,7.21,1603,3051.92,In Transit
SHP004398,ORD104398,2026-07-05,Hyderabad_WH04,Delhi,Mumbai,Blue Dart,Mini Truck,33.97,1189,2627.84,Delivered
SHP004399,ORD104399,2026-07-05,Hyderabad_WH04,Pune,Jaipur,Ecom Express,Van,10.2,1353,2637.8,Delivered
SHP004400,ORD104400,2026-07-05,Mumbai_WH02,Pune,Jaipur,Delhivery,Mini Truck,28.93,1652,3400.76,Delayed
SHP004401,ORD104401,2026-07-05,Hyderabad_WH04,Hyderabad,Delhi,DHL,Truck,30.43,1917,3895.76,Delivered
SHP004402,ORD104402,2026-07-05,Bengaluru_WH03,Lucknow,Ahmedabad,Ecom Express,Truck,9.08,1745,3329.96,Delivered
SHP004403,ORD104403,2026-07-05,Chennai_WH05,Chennai,Kolkata,FedEx,Mini Truck,39.75,1775,3752.0,Delivered
SHP004404,ORD104404,2026-07-05,Chennai_WH05,Jaipur,Mumbai,DHL,Van,47.87,1329,3046.64,Delivered
SHP004405,ORD104405,2026-07-05,Bengaluru_WH03,Ahmedabad,Delhi,Ecom Express,Bike,43.25,1080,2543.0,Cancelled
SHP004406,ORD104406,2026-07-05,Delhi_WH01,Pune,Mumbai,Blue Dart,Van,11.44,261,687.08,In Transit
SHP004407,ORD104407,2026-07-05,Hyderabad_WH04,Mumbai,Chennai,DHL,Bike,21.5,1773,3529.4,Delivered
SHP004408,ORD104408,2026-07-05,Bengaluru_WH03,Lucknow,Kolkata,Ecom Express,Truck,24.8,1654,3354.8,In Transit
SHP004409,ORD104409,2026-07-05,Hyderabad_WH04,Lucknow,Mumbai,Ecom Express,Mini Truck,48.14,787,2074.28,Delivered
SHP004410,ORD104410,2026-07-05,Hyderabad_WH04,Chennai,Pune,Delhivery,Bike,38.68,1738,3672.56,Delivered
